behavior_label,start_time,end_time,collection_key,subject
exposure 1,1250867.0,1253433.0,20230817_113746_1_merged.rec,1.2
exposure 1,1275467.0,1277267.0,20230817_113746_1_merged.rec,1.2
exposure 1,1341333.0,1342867.0,20230817_113746_1_merged.rec,1.2
exposure 1,1404500.0,1405467.0,20230817_113746_1_merged.rec,1.2
exposure 1,1469633.0,1471867.0,20230817_113746_1_merged.rec,1.2
exposure 2,1507167.0,1511467.0,20230817_113746_1_merged.rec,1.2
exposure 2,1516267.0,1518000.0,20230817_113746_1_merged.rec,1.2
exposure 2,1540133.0,1542033.0,20230817_113746_1_merged.rec,1.2
exposure 2,1549133.0,1552200.0,20230817_113746_1_merged.rec,1.2
exposure 2,1581600.0,1582900.0,20230817_113746_1_merged.rec,1.2
exposure 2,1635733.0,1637433.0,20230817_113746_1_merged.rec,1.2
exposure 2,1641167.0,1643000.0,20230817_113746_1_merged.rec,1.2
exposure 2,1647367.0,1650300.0,20230817_113746_1_merged.rec,1.2
exposure 2,1656567.0,1657733.0,20230817_113746_1_merged.rec,1.2
exposure 2,1685367.0,1688233.0,20230817_113746_1_merged.rec,1.2
exposure 2,1700300.0,1704967.0,20230817_113746_1_merged.rec,1.2
exposure 3,1824467.0,1836233.0,20230817_113746_1_merged.rec,1.2
exposure 3,1840767.0,1841867.0,20230817_113746_1_merged.rec,1.2
exposure 3,1849900.0,1852633.0,20230817_113746_1_merged.rec,1.2
exposure 3,1864633.0,1867000.0,20230817_113746_1_merged.rec,1.2
exposure 3,1893333.0,1897567.0,20230817_113746_1_merged.rec,1.2
exposure 3,1930100.0,1931267.0,20230817_113746_1_merged.rec,1.2
exposure 3,1936633.0,1939833.0,20230817_113746_1_merged.rec,1.2
exposure 3,1944867.0,1945667.0,20230817_113746_1_merged.rec,1.2
exposure 3,2017967.0,2021500.0,20230817_113746_1_merged.rec,1.2
exposure 3,2024600.0,2025633.0,20230817_113746_1_merged.rec,1.2
exposure 3,2027767.0,2030300.0,20230817_113746_1_merged.rec,1.2
exposure 3,2033100.0,2033800.0,20230817_113746_1_merged.rec,1.2
exposure 3,2038733.0,2044767.0,20230817_113746_1_merged.rec,1.2
exposure 3,2060266.9999999998,2062067.0,20230817_113746_1_merged.rec,1.2
exposure 3,2087500.0,2088266.9999999998,20230817_113746_1_merged.rec,1.2
exposure 3,2104833.0,2105533.0,20230817_113746_1_merged.rec,1.2
acquisition,11400.0,20267.0,20230818_115728_1_merged.rec,1.1
acquisition,54700.0,56967.0,20230818_115728_1_merged.rec,1.1
acquisition,61900.0,63632.0,20230818_115728_1_merged.rec,1.1
acquisition,81267.0,83000.0,20230818_115728_1_merged.rec,1.1
acquisition,194230.3999999999,195430.3999999999,20230818_115728_1_merged.rec,1.1
acquisition,228830.3999999999,234097.3999999999,20230818_115728_1_merged.rec,1.1
acquisition,238997.3999999999,243062.3999999999,20230818_115728_1_merged.rec,1.1
acquisition,251530.3999999999,253763.3999999999,20230818_115728_1_merged.rec,1.1
acquisition,303030.3999999999,304763.3999999999,20230818_115728_1_merged.rec,1.1
acquisition,547997.3999999999,556863.3999999999,20230818_115728_1_merged.rec,1.1
acquisition,560563.3999999999,566830.3999999999,20230818_115728_1_merged.rec,1.1
acquisition,665163.3999999999,669430.3999999999,20230818_115728_1_merged.rec,1.1
recall,1599697.4,1601063.4,20230818_115728_1_merged.rec,1.1
recall,1604797.4,1614130.4,20230818_115728_1_merged.rec,1.1
recall,1618330.4,1619097.4,20230818_115728_1_merged.rec,1.1
recall,1629630.4,1632763.4,20230818_115728_1_merged.rec,1.1
recall,1667697.4,1670497.4,20230818_115728_1_merged.rec,1.1
recall,1695763.4,1696397.4,20230818_115728_1_merged.rec,1.1
recall,1706130.4,1711130.4,20230818_115728_1_merged.rec,1.1
recall,1752830.4,1756597.4,20230818_115728_1_merged.rec,1.1
cagemate,11400.0,20267.0,20230818_115728_1_merged.rec,1.1
cagemate,54700.0,56967.0,20230818_115728_1_merged.rec,1.1
cagemate,61900.0,63632.0,20230818_115728_1_merged.rec,1.1
cagemate,81267.0,83000.0,20230818_115728_1_merged.rec,1.1
cagemate,1905530.4,1907363.4,20230818_115728_1_merged.rec,1.1
cagemate,1920897.4,1921430.4,20230818_115728_1_merged.rec,1.1
novel,1295030.4,1300729.4,20230818_115728_1_merged.rec,1.1
novel,1332030.4,1343997.4,20230818_115728_1_merged.rec,1.1
novel,1352730.4,1354630.4,20230818_115728_1_merged.rec,1.1
novel,1369163.4,1371463.4,20230818_115728_1_merged.rec,1.1
novel,1414330.4,1416530.4,20230818_115728_1_merged.rec,1.1
novel,1522997.4,1523996.4,20230818_115728_1_merged.rec,1.1
exposure 1,1295030.4,1300729.4,20230818_115728_1_merged.rec,1.1
exposure 1,1332030.4,1343997.4,20230818_115728_1_merged.rec,1.1
exposure 1,1352730.4,1354630.4,20230818_115728_1_merged.rec,1.1
exposure 1,1369163.4,1371463.4,20230818_115728_1_merged.rec,1.1
exposure 1,1414330.4,1416530.4,20230818_115728_1_merged.rec,1.1
exposure 1,1522997.4,1523996.4,20230818_115728_1_merged.rec,1.1
exposure 2,1599697.4,1601063.4,20230818_115728_1_merged.rec,1.1
exposure 2,1604797.4,1614130.4,20230818_115728_1_merged.rec,1.1
exposure 2,1618330.4,1619097.4,20230818_115728_1_merged.rec,1.1
exposure 2,1629630.4,1632763.4,20230818_115728_1_merged.rec,1.1
exposure 2,1667697.4,1670497.4,20230818_115728_1_merged.rec,1.1
exposure 2,1695763.4,1696397.4,20230818_115728_1_merged.rec,1.1
exposure 2,1706130.4,1711130.4,20230818_115728_1_merged.rec,1.1
exposure 2,1752830.4,1756597.4,20230818_115728_1_merged.rec,1.1
exposure 3,11400.0,20267.0,20230818_115728_1_merged.rec,1.1
exposure 3,54700.0,56967.0,20230818_115728_1_merged.rec,1.1
exposure 3,61900.0,63632.0,20230818_115728_1_merged.rec,1.1
exposure 3,81267.0,83000.0,20230818_115728_1_merged.rec,1.1
exposure 3,1905530.4,1907363.4,20230818_115728_1_merged.rec,1.1
exposure 3,1920897.4,1921430.4,20230818_115728_1_merged.rec,1.1
acquisition,27800.0,39500.0,20230818_133620_1_merged.rec,1.4
acquisition,41600.0,47367.0,20230818_133620_1_merged.rec,1.4
acquisition,59733.0,61033.0,20230818_133620_1_merged.rec,1.4
acquisition,96267.0,97667.0,20230818_133620_1_merged.rec,1.4
acquisition,126867.0,129100.0,20230818_133620_1_merged.rec,1.4
acquisition,135500.0,136200.0,20230818_133620_1_merged.rec,1.4
acquisition,237333.0,238067.0,20230818_133620_1_merged.rec,1.4
acquisition,361367.0,362400.0,20230818_133620_1_merged.rec,1.4
acquisition,367467.0,370033.0,20230818_133620_1_merged.rec,1.4
acquisition,439400.0,440300.0,20230818_133620_1_merged.rec,1.4
acquisition,443767.0,444300.0,20230818_133620_1_merged.rec,1.4
acquisition,577867.0,578667.0,20230818_133620_1_merged.rec,1.4
acquisition,595433.0,598433.0,20230818_133620_1_merged.rec,1.4
recall,1510367.0,1517767.0,20230818_133620_1_merged.rec,1.4
recall,1520133.0,1521400.0,20230818_133620_1_merged.rec,1.4
recall,1531400.0,1538900.0,20230818_133620_1_merged.rec,1.4
recall,1542833.0,1546467.0,20230818_133620_1_merged.rec,1.4
recall,1549000.0,1549767.0,20230818_133620_1_merged.rec,1.4
recall,1577700.0,1579100.0,20230818_133620_1_merged.rec,1.4
recall,1599200.0,1599867.0,20230818_133620_1_merged.rec,1.4
recall,1676033.0,1676967.0,20230818_133620_1_merged.rec,1.4
recall,1679467.0,1682767.0,20230818_133620_1_merged.rec,1.4
recall,1766133.0,1766900.0,20230818_133620_1_merged.rec,1.4
cagemate,1202233.0,1203467.0,20230818_133620_1_merged.rec,1.4
cagemate,1207200.0,1217200.0,20230818_133620_1_merged.rec,1.4
cagemate,1223233.0,1226167.0,20230818_133620_1_merged.rec,1.4
cagemate,1244033.0,1245700.0,20230818_133620_1_merged.rec,1.4
cagemate,1282467.0,1283000.0,20230818_133620_1_merged.rec,1.4
cagemate,1303200.0,1303700.0,20230818_133620_1_merged.rec,1.4
cagemate,1330333.0,1331167.0,20230818_133620_1_merged.rec,1.4
cagemate,1334633.0,1337600.0,20230818_133620_1_merged.rec,1.4
cagemate,1348800.0,1349800.0,20230818_133620_1_merged.rec,1.4
cagemate,1438367.0,1438867.0,20230818_133620_1_merged.rec,1.4
cagemate,1442600.0,1444833.0,20230818_133620_1_merged.rec,1.4
novel,1807033.0,1808833.0,20230818_133620_1_merged.rec,1.4
novel,1833033.0,1833667.0,20230818_133620_1_merged.rec,1.4
novel,1860933.0,1861533.0,20230818_133620_1_merged.rec,1.4
novel,1866333.0,1869033.0,20230818_133620_1_merged.rec,1.4
novel,1971667.0,1972167.0,20230818_133620_1_merged.rec,1.4
novel,1985700.0,1986200.0,20230818_133620_1_merged.rec,1.4
exposure 1,1202233.0,1203467.0,20230818_133620_1_merged.rec,1.4
exposure 1,1207200.0,1217200.0,20230818_133620_1_merged.rec,1.4
exposure 1,1223233.0,1226167.0,20230818_133620_1_merged.rec,1.4
exposure 1,1244033.0,1245700.0,20230818_133620_1_merged.rec,1.4
exposure 1,1282467.0,1283000.0,20230818_133620_1_merged.rec,1.4
exposure 1,1303200.0,1303700.0,20230818_133620_1_merged.rec,1.4
exposure 1,1330333.0,1331167.0,20230818_133620_1_merged.rec,1.4
exposure 1,1334633.0,1337600.0,20230818_133620_1_merged.rec,1.4
exposure 1,1348800.0,1349800.0,20230818_133620_1_merged.rec,1.4
exposure 1,1438367.0,1438867.0,20230818_133620_1_merged.rec,1.4
exposure 1,1442600.0,1444833.0,20230818_133620_1_merged.rec,1.4
exposure 2,1510367.0,1517767.0,20230818_133620_1_merged.rec,1.4
exposure 2,1520133.0,1521400.0,20230818_133620_1_merged.rec,1.4
exposure 2,1531400.0,1538900.0,20230818_133620_1_merged.rec,1.4
exposure 2,1542833.0,1546467.0,20230818_133620_1_merged.rec,1.4
exposure 2,1549000.0,1549767.0,20230818_133620_1_merged.rec,1.4
exposure 2,1577700.0,1579100.0,20230818_133620_1_merged.rec,1.4
exposure 2,1599200.0,1599867.0,20230818_133620_1_merged.rec,1.4
exposure 2,1676033.0,1676967.0,20230818_133620_1_merged.rec,1.4
exposure 2,1679467.0,1682767.0,20230818_133620_1_merged.rec,1.4
exposure 2,1766133.0,1766900.0,20230818_133620_1_merged.rec,1.4
exposure 3,1807033.0,1808833.0,20230818_133620_1_merged.rec,1.4
exposure 3,1833033.0,1833667.0,20230818_133620_1_merged.rec,1.4
exposure 3,1860933.0,1861533.0,20230818_133620_1_merged.rec,1.4
exposure 3,1866333.0,1869033.0,20230818_133620_1_merged.rec,1.4
exposure 3,1971667.0,1972167.0,20230818_133620_1_merged.rec,1.4
exposure 3,1985700.0,1986200.0,20230818_133620_1_merged.rec,1.4
