order,start_time,end_time,collection_key,subject,behavior_label,units,event_timestamps,cluster
,69667.0,70367.0,20230803_101331_1_merged.rec,1.1,acquisition,197,[],27
,69667.0,70367.0,20230803_101331_1_merged.rec,1.1,acquisition,261,[],27
,69667.0,70367.0,20230803_101331_1_merged.rec,1.1,acquisition,255,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,2,"[5668.0, 5960.0, 12141.0, 13361.0, 20196.0]",37
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,26,"[1153.0, 1363.0, 1592.0, 3158.0, 3399.0, 4412.0, 5178.0, 6497.0, 6605.0, 7210.0, 7811.0, 12952.0, 13004.0, 13589.0, 14490.0, 14716.0, 16298.0, 16633.0, 16953.0, 17438.0, 17577.0, 17859.0, 18282.0, 18726.0, 18812.0, 19197.0, 19918.0]",17
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,196,"[1426.0, 2834.0, 4338.0, 4717.0, 5139.0, 5930.0, 6702.0, 7693.0, 12193.0, 13249.0, 14297.0, 15255.0, 17515.0, 18647.0, 20474.0, 20914.0]",9
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,113,[15769.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,91,[18307.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,267,"[562.0, 1031.0, 3344.0, 4313.0, 5211.0, 5436.0, 9050.0, 9920.0, 10178.0, 10417.0, 10775.0, 12036.0, 14786.0, 14989.0, 15756.0, 16410.0, 17022.0, 17629.0, 21212.0]",6
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,80,[9284.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,15,"[1012.0, 2818.0, 5311.0, 5744.0, 6524.0, 6862.0, 7191.0, 7366.0, 7652.0, 9168.0, 9244.0, 9789.0, 10328.0, 10473.0, 10699.0, 10828.0, 11170.0, 12113.0, 13652.0, 13733.0, 14908.0, 16087.0, 17786.0, 18347.0, 20028.0, 21064.0]",19
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,17,"[502.0, 1459.0, 1687.0, 1793.0, 1929.0, 2031.0, 2439.0, 5064.0, 6007.0, 6369.0, 7435.0, 7484.0, 7861.0, 7996.0, 8707.0, 9466.0, 10190.0, 12228.0, 12412.0, 14879.0, 16044.0, 16782.0, 17534.0, 18930.0, 19065.0]",20
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,29,"[620.0, 4668.0, 5906.0]",29
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,41,[3960.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,136,[8627.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,25,"[481.0, 836.0, 4010.0, 4752.0, 8431.0, 10433.0, 11922.0, 15672.0, 17714.0, 19971.0]",44
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,16,"[3119.0, 3362.0, 5265.0, 7282.0, 10265.0, 10809.0, 12012.0, 13171.0, 16818.0, 18624.0, 19446.0]",43
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,79,"[8797.0, 20940.0]",30
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,266,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,137,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,188,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,180,"[168.0, 2456.0, 18574.0]",29
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,248,"[7396.0, 8047.0, 13914.0, 17895.0]",33
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,163,[13086.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,178,"[2905.0, 3536.0, 4399.0, 8447.0, 9719.0, 17044.0, 20010.0, 21089.0]",38
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,202,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,57,[13862.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,56,[11210.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,102,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,141,"[12920.0, 19121.0]",30
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,28,[21019.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,73,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,40,"[2705.0, 5088.0]",30
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,112,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,173,"[7595.0, 18825.0]",30
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,166,"[7124.0, 7973.0]",30
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,165,"[4091.0, 4862.0, 6092.0, 6302.0, 9509.0, 10209.0, 10649.0, 11824.0, 13844.0, 14679.0, 16349.0, 18701.0, 19652.0, 20749.0]",4
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,69,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,71,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,200,[16283.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,34,"[2013.0, 9493.0]",30
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,181,"[5718.0, 16671.0, 17825.0]",29
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,138,[6318.0],28
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,260,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,171,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,226,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,175,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,27,[],27
,84100.0,85400.0,20230803_101331_1_merged.rec,1.1,acquisition,155,[],27
